0	race	0.0018640623039288253	5.154011333745437E-4	0.0017545975084446816	3.34389435274003E-4	0.002143877425968383	9.274021325349154E-4	0.0026437366907451298	0.0017036344914296182	7.20358108361334E-4	0.0024564898856818305	0.0013701457778506063	5.148002288393115E-4	0.001187821136456181	0.9133085436897823	2.3156196038996715E-4	0.0031862928938060768	0.0018129836522971004	0.0010312913986093466	0.003969554498321953	0.003168316066412731	0.004228066831595472	0.0011873782273879724	0.0020432952856072905	0.0037698135105371077	7.986449387262601E-4	0.0017035788861494514	9.266903592784736E-4	0.0012128063160050276	0.001861703929232406	8.24116249076236E-4	0.0018091933728324268	0.0016016140333661199	0.0013947964801804041	0.0037678897897783243	7.986557471839968E-4	0.0012394376132494238	0.0023313771618949258	0.0035028580153570253	0.0017585729829055884	0.0015731019056617567	8.240208680310817E-4	0.002221833133958219	0.001757032156843819	0.003881453685218984	0.001706092677243796	0.0014463070561185024	0.001341583086019479	0.001057347546194937	0.0021994808485611855	3.859968872953778E-4
1	challeng	0.0024121541383751092	6.669449696892196E-4	0.002270503315397282	4.327102470904857E-4	0.0027742435402073706	0.0012000869752137927	0.0034210768523746053	0.0022045555988762897	9.321656194288899E-4	0.0031787737089769906	0.0017730109134515904	6.661673806792525E-4	0.001537077201718684	0.0057260132705984354	2.9964832176888423E-4	0.004123161320128812	0.0023460567870921606	0.001334522891098158	0.0051367260045179445	0.0040998987507928405	0.005471248940372847	0.0015365040637181184	0.0026440871470399994	0.00487825500316093	0.0010334711935221026	0.0022044836439280096	0.5892608774731347	0.001569408794992026	0.002409102328748458	0.0010664318550520498	0.002341152048512854	0.002072537978221595	0.0018049096828829287	0.004875765649141165	0.0010334851799999173	0.2956347262925942	0.0030168739839464007	0.0045328063552786116	0.00227564770201605	0.002035642405208288	0.0010663084290365636	0.0028751206317301783	0.0022736538255487345	0.005022720833943639	0.0022077365671690696	0.0018715659575456844	0.0017360499088980553	0.0013682403500565978	0.002846196084729278	4.994918823941881E-4
2	state	0.0034167982526074514	9.447225493452612E-4	0.003216150923843844	6.129308208886086E-4	0.003929695175646354	0.0016999142030988217	0.004845929712892833	0.003122736477815048	0.0013204056112893715	0.004502709126865126	0.0025114566662875776	9.436211003423828E-4	0.00217725833246003	0.008110854868738639	4.244496012623651E-4	0.4223329298982617	0.003323171850060186	0.001890341670056139	0.0072761338743398424	0.00580747584273904	0.0077499831049931125	0.002176446486779159	0.003745329620533223	0.006910011638726303	0.0014639041974843043	0.00312263455417027	0.001698609533392376	0.0022230557919353127	0.003412475387151326	0.001510592727428818	0.0033162243246344023	0.002935734507920117	0.0025566410340356286	0.00690648548742049	0.0014639240092252693	0.002271870560463992	0.00427337938015384	0.006420686218898442	0.0032234379089208357	0.002883472205360241	0.4180029206958657	0.004072586819492727	0.003220613597853373	0.0071146464049408505	0.0031272422955534165	0.0026510591473600307	0.0024591016804415213	0.001938102197884251	0.004031615415519052	7.075265066210577E-4
3	hook	0.0034167982526074514	9.447225493452612E-4	0.003216150923843844	6.129308208886086E-4	0.003929695175646354	0.0016999142030988217	0.004845929712892833	0.003122736477815048	0.0013204056112893715	0.004502709126865126	0.0025114566662875776	9.436211003423828E-4	0.00217725833246003	0.008110854868738639	4.244496012623651E-4	0.0058404270977993195	0.003323171850060186	0.001890341670056139	0.0072761338743398424	0.00580747584273904	0.0077499831049931125	0.002176446486779159	0.003745329620533223	0.006910011638726303	0.0014639041974843043	0.8361076401550951	0.001698609533392376	0.0022230557919353127	0.003412475387151326	0.001510592727428818	0.0033162243246344023	0.002935734507920117	0.0025566410340356286	0.00690648548742049	0.0014639240092252693	0.002271870560463992	0.00427337938015384	0.006420686218898442	0.0032234379089208357	0.002883472205360241	0.0015104178954032314	0.004072586819492727	0.003220613597853373	0.0071146464049408505	0.0031272422955534165	0.0026510591473600307	0.0024591016804415213	0.001938102197884251	0.004031615415519052	7.075265066210577E-4
4	“	0.0034167982526074514	9.447225493452612E-4	0.003216150923843844	6.129308208886086E-4	0.003929695175646354	0.0016999142030988217	0.004845929712892833	0.003122736477815048	0.0013204056112893715	0.004502709126865126	0.0025114566662875776	9.436211003423828E-4	0.00217725833246003	0.008110854868738639	4.244496012623651E-4	0.0058404270977993195	0.003323171850060186	0.001890341670056139	0.0072761338743398424	0.00580747584273904	0.0077499831049931125	0.002176446486779159	0.003745329620533223	0.006910011638726303	0.0014639041974843043	0.4196151373546327	0.001698609533392376	0.0022230557919353127	0.003412475387151326	0.001510592727428818	0.0033162243246344023	0.002935734507920117	0.0025566410340356286	0.00690648548742049	0.0014639240092252693	0.002271870560463992	0.00427337938015384	0.006420686218898442	0.0032234379089208357	0.002883472205360241	0.0015104178954032314	0.42056508961995515	0.003220613597853373	0.0071146464049408505	0.0031272422955534165	0.0026510591473600307	0.0024591016804415213	0.001938102197884251	0.004031615415519052	7.075265066210577E-4
5	record	0.0015189297247233343	4.1997421437506933E-4	0.0014297324208986787	2.7247697236332615E-4	0.001746936860212943	7.556929094645102E-4	0.0021542467949975806	0.001388205245952537	5.869832467130246E-4	0.002001668880906046	0.0011164622259648054	4.1948456777990905E-4	9.678951331268563E-4	0.18875643614278656	1.8868808408936005E-4	0.002596348296876226	0.0014773083249993593	8.403469974676601E-4	0.0032345884087148294	0.002581699892997009	0.00344523698327649	9.675342290156398E-4	0.0016649775810360856	0.003071829619508829	6.507752098062281E-4	0.3716897088467815	7.551129215777352E-4	9.882542873323275E-4	0.0015170080049284127	0.3709730793980669	0.0014742198187129723	0.0013050739547097873	0.0011365488316673724	0.0030702620771383706	6.507840170696442E-4	0.0010099547792671725	0.001899720874822508	0.002854301141006457	0.0014329718331843211	0.0012818408695312576	6.714527661477372E-4	0.0018104590084952435	0.0014317162922611892	0.003162799529388023	0.0013902082967594642	0.0011785221845778892	0.0010931879386467415	8.615788291484549E-4	0.0017922452660503183	3.145292646752748E-4
6	“	0.0015189297247233343	4.1997421437506933E-4	0.0014297324208986787	2.7247697236332615E-4	0.001746936860212943	7.556929094645102E-4	0.0021542467949975806	0.001388205245952537	5.869832467130246E-4	0.9277555411577771	0.0011164622259648054	4.1948456777990905E-4	9.678951331268563E-4	0.003605661687412334	1.8868808408936005E-4	0.002596348296876226	0.0014773083249993593	8.403469974676601E-4	0.0032345884087148294	0.002581699892997009	0.00344523698327649	9.675342290156398E-4	0.0016649775810360856	0.003071829619508829	6.507752098062281E-4	0.0013881599360330568	7.551129215777352E-4	9.882542873323275E-4	0.0015170080049284127	6.715304873185128E-4	0.0014742198187129723	0.0013050739547097873	0.0011365488316673724	0.0030702620771383706	6.507840170696442E-4	0.0010099547792671725	0.001899720874822508	0.002854301141006457	0.0014329718331843211	0.0012818408695312576	6.714527661477372E-4	0.0018104590084952435	0.0014317162922611892	0.003162799529388023	0.0013902082967594642	0.0011785221845778892	0.0010931879386467415	8.615788291484549E-4	0.0017922452660503183	3.145292646752748E-4
7	plan	0.0034167982526074514	9.447225493452612E-4	0.003216150923843844	6.129308208886086E-4	0.003929695175646354	0.0016999142030988217	0.004845929712892833	0.003122736477815048	0.0013204056112893715	0.004502709126865126	0.0025114566662875776	9.436211003423828E-4	0.00217725833246003	0.008110854868738639	4.244496012623651E-4	0.0058404270977993195	0.003323171850060186	0.4183828444705186	0.0072761338743398424	0.00580747584273904	0.0077499831049931125	0.002176446486779159	0.003745329620533223	0.006910011638726303	0.0014639041974843043	0.00312263455417027	0.001698609533392376	0.0022230557919353127	0.003412475387151326	0.001510592727428818	0.41980872712509687	0.002935734507920117	0.0025566410340356286	0.00690648548742049	0.0014639240092252693	0.002271870560463992	0.00427337938015384	0.006420686218898442	0.0032234379089208357	0.002883472205360241	0.0015104178954032314	0.004072586819492727	0.003220613597853373	0.0071146464049408505	0.0031272422955534165	0.0026510591473600307	0.0024591016804415213	0.001938102197884251	0.004031615415519052	7.075265066210577E-4
8	half	0.0034167982526074514	9.447225493452612E-4	0.003216150923843844	6.129308208886086E-4	0.003929695175646354	0.0016999142030988217	0.004845929712892833	0.003122736477815048	0.0013204056112893715	0.004502709126865126	0.0025114566662875776	9.436211003423828E-4	0.00217725833246003	0.008110854868738639	4.244496012623651E-4	0.0058404270977993195	0.003323171850060186	0.001890341670056139	0.0072761338743398424	0.00580747584273904	0.0077499831049931125	0.4186689492872416	0.003745329620533223	0.006910011638726303	0.0014639041974843043	0.00312263455417027	0.001698609533392376	0.0022230557919353127	0.003412475387151326	0.001510592727428818	0.0033162243246344023	0.002935734507920117	0.0025566410340356286	0.00690648548742049	0.0014639240092252693	0.002271870560463992	0.00427337938015384	0.006420686218898442	0.0032234379089208357	0.002883472205360241	0.4180029206958657	0.004072586819492727	0.003220613597853373	0.0071146464049408505	0.0031272422955534165	0.0026510591473600307	0.0024591016804415213	0.001938102197884251	0.004031615415519052	7.075265066210577E-4
9	water	0.0018640623039288253	5.154011333745437E-4	0.0017545975084446816	3.34389435274003E-4	0.002143877425968383	9.274021325349154E-4	0.0026437366907451298	0.0017036344914296182	7.20358108361334E-4	0.2296773899627775	0.0013701457778506063	5.148002288393115E-4	0.001187821136456181	0.004424943381399664	2.3156196038996715E-4	0.0031862928938060768	0.0018129836522971004	0.22825219147570505	0.003969554498321953	0.003168316066412731	0.004228066831595472	0.0011873782273879724	0.0020432952856072905	0.0037698135105371077	7.986449387262601E-4	0.0017035788861494514	9.266903592784736E-4	0.0012128063160050276	0.001861703929232406	8.24116249076236E-4	0.0018091933728324268	0.0016016140333661199	0.45583659663437176	0.0037678897897783243	7.986557471839968E-4	0.0012394376132494238	0.0023313771618949258	0.0035028580153570253	0.0017585729829055884	0.0015731019056617567	8.240208680310817E-4	0.002221833133958219	0.001757032156843819	0.003881453685218984	0.001706092677243796	0.0014463070561185024	0.001341583086019479	0.001057347546194937	0.0021994808485611855	3.859968872953778E-4
