favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
61,TweetDeck,I had a great time with college mascots from around the state as I proclaimed next Friday @CollegeColors Day in AL. http://t.co/8YxU4tzwG5,,False,Fri Aug 22 20:50:41 +0000 2014,48,502920817387536385
3,Hootsuite,Alabama Public Health has created an Ebola Preparedness tool kit for all AL hospitals http://t.co/JqMeToR0Vv,,False,Wed Oct 08 13:14:17 +0000 2014,9,519838190052864000
1,Hootsuite,We have a good partnership with Baxter &amp; this expansion is proof of the company’s commitment to AL &amp; the people here http://t.co/njZLpngwxo,,False,Wed Oct 01 15:51:10 +0000 2014,1,517340955499040768
4,TweetDeck,"Here's a link to our Ebola press conference w/ @ALPublicHealth
&amp; @ALhospitals
Details: http://t.co/7mbR8sdCd4
Video: http://t.co/TEjwCn9eFu",,False,Wed Oct 08 16:32:27 +0000 2014,4,519888061371789312
2,Twitter for iPad,"Right for Alabama as well! ""Daimler AG boss: Vance was right for Mercedes"" Details from @tuscaloosanews http://t.co/TOLunzHs3R",,False,Sat Sep 06 13:08:25 +0000 2014,2,508240302587797505
1,TweetDeck,Today I swore-in Kelly Butler as our new State Budget Officer. Details: http://t.co/tT4PrMkcat,,False,Thu Aug 21 17:16:17 +0000 2014,0,502504476079833088
8,Twitter for iPhone,It's great to be in Opelika to help announce @baxter_intl will invest $300 million and bring 200 more jobs here. http://t.co/33LUSiMYNr,,False,Wed Aug 20 15:49:13 +0000 2014,7,502120176700391426
2,Twitter for iPhone,The Alabama Small Business Commission was created to bring together government and small business so we can understand their needs.,,False,Tue Oct 21 18:07:32 +0000 2014,2,524623032737075201
6,TweetDeck,"Today Opelika native CSM Bennie Adkins was awarded the Medal of Honor. I, too, want to recognize his service. Video: http://t.co/2RmKA5Bbf6",,False,Mon Sep 15 20:45:10 +0000 2014,8,511616737133867008
5,Twitter for iPhone,"Small businesses plays such an important part in job creation, and create three out of four jobs.",,False,Tue Oct 21 18:04:44 +0000 2014,7,524622327003488256
21,TweetDeck,Today we remember the attacks on 9/11/01 that only proved to strengthen our resolve as one nation under God. #WeRemember,,False,Thu Sep 11 15:36:09 +0000 2014,20,510089422441054208
7,Twitter for iPhone,Today I am here to officially receive recommendations from the Alabama Veterans Network. http://t.co/6uCRPInxk0,,False,Fri Oct 24 14:03:48 +0000 2014,4,525648856080732160
3,Hootsuite,I’m glad to be apart of today’s ribbon cutting welcoming CBC INGS America to Alabama http://t.co/exiLdDmiDw,,False,Wed Sep 10 21:27:01 +0000 2014,3,509815329137393665
2,Twitter for iPhone,Today we are gathered to remember the victims of Sept 11th and look forward to be better prepared for disaster. #ReadyAL,,False,Fri Sep 12 15:42:57 +0000 2014,0,510453518902509568
3,Hootsuite,CBC INGS will bring more than 125 jobs to Muscle Shoals over the next two years http://t.co/qAyeqWZhqq,,False,Wed Sep 10 21:37:20 +0000 2014,4,509817928980901889
7,Twitter for iPhone,Today is a good day for Cullman with the expansion of Reliance Worldwide Co.  The announcement brings 130 new jobs! http://t.co/pnArOiRL5z,,False,Mon Sep 08 15:18:29 +0000 2014,5,508997809841119232
4,Hootsuite,"Baxter international will create 200 full-time positions, the expansion will add more than 230,000 square feet.",,False,Wed Oct 01 15:31:41 +0000 2014,2,517336053448179712
18,TweetDeck,Every county in Alabama experienced a decrease in their unemployment rate this month.,,False,Fri Oct 17 13:26:40 +0000 2014,14,523102797474963457
4,TweetDeck,I also proclaimed today @Ride4Gabe Day in Alabama. Good luck to them as they finish their ride across the country. http://t.co/QtJAPAKR18,,False,Mon Aug 11 19:21:56 +0000 2014,7,498912215760924672
4,TweetDeck,I really enjoyed meeting Gabe and the @Ride4Gabe group today at the Capitol. http://t.co/bqZge5uCGe,,False,Mon Aug 11 19:20:37 +0000 2014,6,498911884742254592
20,Hootsuite,Congratulations Francie Harris on being recognized as Miss Homecoming @AuburnU http://t.co/1U3plvlANj,,False,Sat Sep 27 21:44:41 +0000 2014,13,515980371889258496
1,TweetDeck,Glad to speak today as @AlabamaDeptofEd honors this year's six #Torchbearer Schools. http://t.co/rq0TApuDLu,,False,Wed Sep 03 17:42:11 +0000 2014,7,507222036079730688
4,TweetDeck,"Alabama's economy added nearly 9,400 jobs over the month, and nearly 20,000 jobs over the year.",,False,Fri Sep 19 13:04:05 +0000 2014,7,512950255789162496
4,Twitter for iPhone,"This year alone, DHR is working more than 29,000 cases of child abuse or neglect involving more than 45,000 children.",,False,Wed Sep 24 15:08:38 +0000 2014,7,514793539075858433
13,Twitter for iPhone,I even got to fire a long gun used during today's reenactment at Fort Morgan. http://t.co/qwuX1AzobS,,False,Sun Aug 03 19:20:09 +0000 2014,3,496012665299673090
2,TweetDeck,"ICYMI: @yhn talks to @FirstLadyDB
about her role in Domestic Violence prevention. Link: http://t.co/uyBTmbpZ1r",,False,Tue Oct 14 15:12:20 +0000 2014,1,522042227187777536
1,iOS,Bringing media in today to discuss Alabama's continued preparedness for Ebola. http://t.co/AA8pEunJHf,,False,Thu Oct 30 17:17:46 +0000 2014,0,527871999457361920
5,Twitter for iPhone,"I am committed to building on the success of programs like A+ College Ready, which work to expand AP courses in Alabama schools.",,False,Wed Aug 27 15:14:21 +0000 2014,10,504648115191042049
2,Twitter for iPhone,Economic development is a partnership among many different groups. We have strong local &amp; state leaders working together to get jobs to AL.,,False,Mon Sep 08 15:23:28 +0000 2014,1,508999065871593472
6,Hootsuite,"I’m proud to announce more jobs for the Birmingham area, Integrated Medical Systems is adding 100 new jobs! http://t.co/W8cR8A7aSv",,False,Wed Oct 22 14:24:09 +0000 2014,7,524929203524096000
1,TweetDeck,Alabama’s July Unemployment Rate is 7.0%. Full Details: http://t.co/tL6jDxEG2d,,False,Fri Aug 15 13:33:00 +0000 2014,1,500273955614519296
3,Twitter for iPhone,Join me this morning on the @mattmurphyshow. I'll be on there starting at 7:30 on @wapiradio.,,False,Fri Aug 15 11:39:08 +0000 2014,3,500245299252969472
8,TweetDeck,Small Business is big business in Alabama. Details: http://t.co/655YJRyRVr http://t.co/wstIkdzBKc,,False,Mon Sep 15 16:17:06 +0000 2014,11,511549278373052416
2,TweetDeck,ICYMI: From @CBSNews: CDC is training 500 health care workers in Alabama to combat Ebola. Link: http://t.co/kD4CCeNDYg,,False,Thu Oct 09 15:34:56 +0000 2014,10,520235975096950784
1,Twitter for iPhone,Join me in 30 minutes as I talk live on the @MattMurphyShow about some of the ongoing issues facing Alabamians.,,False,Tue Sep 23 11:57:10 +0000 2014,2,514382967867965440
